brand_name,cuisine_tags,restaurant_rating,delivery_time,service_fee,minimum_order_amount,new_restaurant
MIKS Restaurant & Bar,International,,59,9.00,10.00,
Simple Stuff,"Specialty Store,Bakery",,72,7.00,10.00,
Motu`s,"Indian,Burgers",Good,57,9.00,10.00,
Khaneen Restaurant,Arabic,Very good,57,9.00,10.00,
Premier General Trading,Cosmetics,,57,9.00,10.00,
Daily Express Restaurant,"Pakistani,Asian,Indian",Good,57,9.00,10.00,
"Din Tai Fung,Al Barsha 2","Asian,Chinese",Very good,72,9.00,10.00,
Serah Opticals,Optical,,55,9.00,10.00,
"Uncle Tea, Al Barsha 1","Cafe,Desserts,Indian",Good,60,9.00,10.00,
Africana Home Restaurant,"International,Breakfast,Grills",Good,54,9.00,10.00,
Pizza Al Taglio,"Pizza,Desserts,Italian",OK,60,9.00,10.00,
Doner Et Factory,"Shawarma & Doner,Burgers,Sandwiches",Good,60,9.00,10.00,
Honey Pot Cafe,"Beverages,Desserts,Sandwiches",,60,9.00,10.00,
"Al Fanar Seafood Market, Al Barsha 1","Seafood,International",Good,62,9.00,10.00,
Curry Culture,"Indian,Vegetarian",Good,63,7.00,10.00,
Harat Al Sham,"Shawarma & Doner,Breakfast,Arabic",Good,62,9.00,10.00,
"Mitts & Trays, Bluewaters Island, Jumeirah Beach Residence - JBR","International,Breakfast",Good,55,9.00,10.00,
Teriyaki,"Asian,Healthy,Japanese",Good,61,9.00,10.00,
Menu Mix,"International,Healthy,Lebanese",Good,62,9.00,10.00,
Best Pets Unlimited,Pet Shop,Amazing,56,9.00,10.00,
Hamdullah Al Afghani Restaurant,"Pakistani,Asian",OK,60,5.00,10.00,New
"Cafe Bateel, Palm Jumeirah","Healthy,Bakery and Cakes,Breakfast",Good,59,9.00,10.00,
Absolute Barbecues,"Indian,Asian,Desserts",Good,59,9.00,10.00,
JailBird,Burgers,Very good,61,9.00,10.00,
The Hamptons Café,"Healthy,International,Cafe",Good,51,9.00,0.00,
Wingsters Restaurant,"American,Burgers",Very good,56,9.00,10.00,
"Fatayer Ala Keefak, Al Barsha 2","Lebanese,Arabic,Breakfast",Very good,63,9.00,10.00,
Acai BB,"American,Healthy",Good,53,9.00,10.00,
Sushi Cafe,Japanese,Good,59,9.00,10.00,
Chapter One,"Cafe,International,Breakfast",Very good,59,9.00,10.00,
The Cajun Bag,"Seafood,Arabic,American",Good,55,9.00,10.00,
Sumo Sushi and Bento (Dubai Media City),"Healthy,Japanese,Asian",Very good,59,9.00,10.00,
"Din Tai Fung,The Palm Jumeirah","Chinese,Asian",Very good,65,9.00,10.00,
Nobu,"Asian,Japanese",OK,61,9.00,10.00,
Gluten Free Grocer,"Grocery,Convenience Store",OK,61,9.00,10.00,
Bosnian Grill,"Grills,Sandwiches",Good,61,9.00,10.00,
Gourmet By Cafe Bateel,"Specialty Store,Roastery",Amazing,60,9.00,10.00,
"Royal Mughal, Dubai Intenet City","Indian,Seafood,Healthy",Very good,57,9.00,0.00,
Lal Qila Mumtaz,"Pakistani,Grills,Indian",Good,61,9.00,10.00,
"Arabian Tea House, Umm Suqeim 3",Arabic,Good,60,9.00,10.00,
"Nabeel Nafisah Sweets, Al Barsha 1","Specialty Store,Bakery,Desserts",Good,52,9.00,10.00,
C'est Cheese,"Pizza,American",Very good,77,9.00,10.00,
Zaina Restaurant,"Mandi,Emirati,Arabic",Very good,53,9.00,10.00,
"Prego Cafe, Al Furjan","Cafe,Healthy,Breakfast",Good,62,9.00,10.00,
Keto Spot,"Healthy,Seafood,International",Good,62,9.00,10.00,
Kulfilicious,"Indian,Desserts",,62,9.00,10.00,
"O'Learys Sports Restaurant, Al Barsha1","American,Burgers,Desserts",Good,65,9.00,10.00,
Toot Wa Ruman For juices,"Beverages,Desserts",Good,60,9.00,10.00,
"Ice Lab, Al Barsha","Desserts,Frozen Yogurt,Cafe",Very good,60,9.00,10.00,
Grain of Salt,"Grills,Indian,Vegetarian",,60,9.00,10.00,
Sando San,"Asian,Healthy,Sandwiches",OK,60,9.00,10.00,
"PAD THAI, MOE","Thai,Asian,Healthy",Good,59,9.00,10.00,
"CaliBurger, Al Barsha 1","American,Burgers",Good,55,9.00,10.00,
Antonio`s Pizzeria,"Pizza,Italian",Good,58,9.00,10.00,
Farooj Express,"Sandwiches,Shawarma & Doner,Burgers",Good,60,9.00,10.00,
Hashtag Cafe,"Arabic,Grills,Italian",,58,9.00,10.00,
"Leila, The Palm Jumeirah","Lebanese,Breakfast",Good,65,9.00,10.00,
Poke And Ceviche,"Healthy,Japanese,Seafood",Good,59,9.00,10.00,
NYC Smashed Burger,"American,Burgers,Fast Food",Good,66,9.00,10.00,
Kaffe Bloom,"Cafe,Healthy,Sandwiches",Very good,63,9.00,10.00,
Il Faro,International,Good,58,9.00,10.00,
"Doner & Gyros, Marina Mall","Sandwiches,Turkish,Shawarma & Doner",Good,55,9.00,10.00,
Wok & Ramen Urban Bistro,"Japanese,Asian,Chinese",Very good,65,9.00,10.00,
Felfel Gourmet,Iranian,Very good,67,9.00,10.00,
Ketchup,"American,Sandwiches,International",OK,57,9.00,10.00,
Saya braserrie Cafe,"Breakfast,Desserts,International",Good,59,9.00,10.00,
Guylian,"Cafe,Desserts,International",Very good,64,9.00,10.00,
North 28,"Breakfast,Burgers,Salads",OK,64,9.00,10.00,
Brooklyn Cafe,"Breakfast,Sandwiches,International",,64,9.00,10.00,
United Pharmacy,Pharmacy,Very good,53,9.00,10.00,
Pide Concept,"Turkish,Arabic,Breakfast",Very good,61,9.00,10.00,
"The Raw Place, Al Quoz Industrial Area 1","Healthy,Beverages,Cafe",OK,65,9.00,10.00,
O'Pao Indian Slider,"Burgers,Indian,Sandwiches",OK,65,9.00,10.00,
Umami Restaurant,"Japanese,Seafood,Asian",Very good,55,9.00,10.00,
Yalla Biryani,"Indian,Pakistani,Asian",Good,61,9.00,10.00,
Konz Republik,"Egyptian,International,American",Good,67,9.00,10.00,
Meritta Fish And Shrimps,"Arabic,Lebanese,Seafood",Good,67,9.00,10.00,
Bon Chikin Bon Bon,"Asian,Wings",OK,67,9.00,10.00,
Public Cook,"Indian,Pakistani,Mandi",OK,56,9.00,10.00,
The Healthy Treats,"Specialty Store,Cakes and Desserts",Very good,59,9.00,10.00,
"Fujiyama,Al Barsha 1","Asian,Japanese,Seafood",Good,60,9.00,10.00,
Solo Design,Specialty Store,Very good,59,9.00,10.00,
c.deli,"International,Sandwiches",,61,9.00,10.00,
Shawarma Twist Restaurant,"Shawarma & Doner,Arabic",Good,61,9.00,10.00,
"Yo, Mo! Coffee","Cafe,Beverages,Breakfast",,61,9.00,0.00,
Malak Al Sandwishet,"Sandwiches,Grills",,61,9.00,10.00,
Local Cookies,"Specialty Store,Bakery",Good,60,10.00,50.00,
Emiratizza,"Arabic,Emirati",Amazing,69,9.00,10.00,
The Burger Stop X The Sweetie Shop,"Beverages,Burgers,Fast Food",Amazing,63,9.00,10.00,
Aross Damashq Restaurant,"Arabic,Grills,International",Very good,60,15.00,20.00,
Kapadokya Restaurant,"Turkish,International,Sandwiches",Very good,69,9.00,10.00,
Ushna,"Indian,Asian,Grills",OK,73,9.00,10.00,
Kimbo Espresso Italiano,"Italian,Beverages,Cafe",Amazing,62,9.00,10.00,
Gulou Hotpot,Chinese,Good,62,9.00,10.00,
Ghanawi,"Specialty Store,Roastery",Amazing,62,9.00,10.00,
Healthy Cuisine,"American,Healthy",Very good,67,9.00,10.00,
Ben's Cookies,"Specialty Store,Bakery",Very good,55,9.00,10.00,
Shawarma Depot,"Sandwiches,Shawarma & Doner",Very good,55,9.00,10.00,
"The Roost Rotisserie Restaurant, Jumeirah 1","Burgers,Healthy,Roastery",Very good,60,9.00,10.00,
Juiced,"Beverages,Healthy",Very good,62,9.00,10.00,
La Pasta de Valleria,"Italian,Pizza,Pasta",OK,58,9.00,10.00,
Sapori di Bice,"Italian,Pizza",Good,63,9.00,10.00,
Tiny Buns,"American,Sandwiches",OK,63,9.00,10.00,
Golden Eats,"Indian,Asian,Beverages",Good,59,9.00,10.00,
Al Douri Supermarket,"Grocery,Supermarket",Very good,66,9.00,10.00,
"Massaad BBQ Restaurant, Al Barsha 1,Al Barsha 1","Arabic,Lebanese,Sandwiches",Very good,66,9.00,10.00,
Tanoor Al Jude Restaurant,"Arabic,Breakfast,Healthy",Good,64,9.00,10.00,
Freej Al Ain Restaurant,"Emirati,Arabic,Mandi",Very good,60,6.00,50.00,
Litalia Restaurant,"Italian,Pizza,American",Very good,60,9.00,10.00,
"Chalet Grill Plus Restaurant, Al Barsha 1","Grills,Indian,Arabic",Very good,60,9.00,10.00,
Gaya express,"Arabic,Grills,International",,65,9.00,10.00,
Day 8 Restaurant,"Burgers,Pizza,Egyptian",Very good,74,9.00,10.00,
Natas & Churros,"Breakfast,Cafe,Desserts",Very good,58,9.00,10.00,
Jawharet Beirut,"Lebanese,Arabic,Breakfast",Good,66,9.00,10.00,
The Sandwich District,"Italian,Sandwiches,Arabic",Very good,67,9.00,10.00,
"T.G.I Fridays, Al Barsha 1","American,Burgers,Grills",OK,67,9.00,10.00,
"Cak Thai, Dubai Media City,Dubai Media City","Healthy,Thai,Asian",OK,69,9.00,10.00,
Casa Pons,"Specialty Store,Roastery",Good,67,9.00,10.00,
Fish Story Seafood Restaurant,"Seafood,International,Grills",Good,73,9.00,10.00,
Foul W Hummus,Arabic,Very good,55,9.00,10.00,
Emporio Armani Caffe,"Cafe,Desserts,Italian",Very good,62,9.00,10.00,
White Haze Restaurant,"Grills,Indian,Pakistani",,81,9.00,10.00,
Top Bun,"Sliders,American,Burgers",Good,62,9.00,10.00,
UDMAN Pastry & Sweets,"Specialty Store,Desserts",,62,9.00,10.00,
25 55 Burger,"Burgers,Desserts",OK,56,9.00,10.00,
"Feras Al Diyafa Sweets, Al Barsha 1","Specialty Store,Bakery,Desserts",Very good,54,9.00,10.00,
Farmer Bites,"Sandwiches,International,Healthy",OK,64,9.00,10.00,
Anar,Iranian,Very good,67,9.00,10.00,
Saver Food Restaurant,"Pakistani,Arabic,Indian",Good,62,9.00,10.00,
"Beirut Restaurant and Grill, Al Barsha 1","Arabic,Lebanese",Good,59,9.00,10.00,
Hawa Beirut,"Arabic,Grills",Good,64,9.00,10.00,
Damasco Restaurant,"Arabic,Grills",Good,70,9.00,10.00,
Ayamak Cafe,"Cafe,Desserts,Sandwiches",OK,60,9.00,10.00,
Just Combos,"Arabic,Asian,International",OK,75,9.00,10.00,
Belly Bump Restaurant,"Seafood,Asian,Burgers",Very good,60,9.00,10.00,
Heat Cafe,"Healthy,Sandwiches",Good,59,9.00,10.00,
Bazerkan,"Arabic,Lebanese,Emirati",Good,60,9.00,10.00,
"The Pizza Company, The Palm Jumeirah","Italian,Pizza",Good,57,9.00,10.00,
Al Bawadi Restaurant & Cafe,"Arabic,Beverages,Grills",OK,64,9.00,10.00,
"Russo`s New York Pizzeria, Al Barsha 3","Italian,Pizza,Burgers",OK,60,9.00,10.00,
Organic Grocery,"Grocery,Convenience Store",OK,68,9.00,10.00,
Duby's Cafe,"Breakfast,Italian,American",OK,66,9.00,10.00,
Fereej Al Ain Traditional restaurant,"Arabic,Mandi,Emirati",Good,58,9.00,10.00,
Grandma`s Kitchen- La Cucina Di Nonna,"Healthy,Italian",Good,60,9.00,10.00,
HOT SPOT CAFETERIA,"Burgers,Sandwiches,Shawarma & Doner",Good,60,9.00,10.00,
Fit Guru,"Healthy,Sandwiches",OK,64,9.00,10.00,
Abu Jad,"Shawarma & Doner,Burgers,Lebanese",OK,58,9.00,10.00,
Chacha Roti,"Indian,Arabic,Healthy",Very good,77,9.00,10.00,
Allo Beirut,"Arabic,Lebanese,Sandwiches",Very good,60,9.00,10.00,
Noor Al Shandagha,"Asian,Grills,Pakistani",,85,9.00,10.00,
Al Barshaa Darbar,"Indian,Pakistani,Breakfast",Very good,59,9.00,10.00,
Vapiano,"Italian,Pizza,Beverages",Good,59,9.00,10.00,
Best Mix for Sweets,"Specialty Store,Cakes and Desserts",OK,60,9.00,10.00,
Griller Grill'O,"Grills,Pizza,American",Good,64,9.00,10.00,
"Golden Fork Fresh Food Restaurant, Al Barsha 1","Indian,Seafood",Very good,61,9.00,10.00,
"Al Shawerma Al Turkia, Umm Suqiem","Arabic,Turkish",Good,59,9.00,10.00,
"Weekend, Jumeirah 1","American,Burgers,Wings",Good,64,9.00,10.00,
Tomato Pizzeria Restaurant And Cafe L.L.C,"Italian,Pizza,Beverages",OK,66,9.00,10.00,
Chef Asia Restaurant,"Asian,Grills,Thai",OK,60,9.00,10.00,
Hive Honey Cake,"Specialty Store,Cakes and Desserts",Good,61,9.00,10.00,
"Mashakeek, Al Barsha 1","Arabic,Sandwiches",Very good,63,9.00,10.00,
Nene Chicken,American,Very good,71,9.00,10.00,
Kabab Rolls,"Grills,Indian,Shawarma & Doner",Good,65,9.00,10.00,
Dynamic Grocer,"Grocery,Convenience Store",OK,61,9.00,10.00,
DON Pizza,"Italian,Pizza",OK,70,9.00,10.00,
"X Burger, Umm Suqeim 1","American,Burgers",Very good,62,9.00,10.00,
QualityFood,"Grocery,Convenience Store",Good,62,9.00,10.00,
Palace Al Sham,"Arabic,Grills,Sandwiches",Good,62,9.00,10.00,
Hook and Cook,Seafood,OK,60,9.00,10.00,
"Jones The Grocer, Al Manara","Breakfast,Burgers,Healthy",Very good,65,9.00,10.00,
"Layali El Dahan , Al Barsha 1","Arabic,Egyptian,International",Very good,68,9.00,10.00,
Al Ammor Restaurant,"Arabic,Sandwiches,Egyptian",Good,70,9.00,10.00,
Yummitos,"Grills,Pizza,American",Good,62,9.00,10.00,
Joy Confections,"Specialty Store,Cakes and Desserts",Very good,90,26.00,150.00,
"Low Calories, Umm Suqeim","Healthy,Sandwiches,Seafood",Good,61,9.00,10.00,
Panda Chinese Restaurant,"Chinese,Asian",Very good,65,9.00,10.00,
Kababi Restaurant ,Iranian,Good,62,9.00,10.00,
Malik Nehari And Biryani Restaurant,"Indian,Pakistani",Good,61,9.00,10.00,
Mr. Fish Restaurant,"Seafood,Arabic",Good,74,9.00,10.00,
The Moroccan,"Arabic,Grills,Healthy",Good,62,9.00,10.00,
Shawarma Houzz Restaurant,"Arabic,Shawarma & Doner,Sandwiches",Very good,66,9.00,10.00,
CIAO Pizzeria Artiginale,"American,Italian,Pizza",Good,65,9.00,10.00,
IZA Delights Restaurant,"Arabic,Chinese,Indian",Very good,69,9.00,10.00,
"Al Amoor Express, Al Barsha 1","Egyptian,Arabic,Sandwiches",Good,68,9.00,10.00,
Layali Al Barsha,"Arabic,Grills,Sandwiches",Good,62,9.00,10.00,
Tony Romas,"American,Seafood",OK,63,9.00,10.00,
La Patrona,"Mexican,Vegetarian",Good,76,9.00,10.00,
Tent Jumeirah Restaurant,"Emirati,Arabic,Grills",Good,65,9.00,10.00,
Buffalo Wild Wings,"Burgers,Desserts,American",Good,66,9.00,10.00,
Zahrat Abeer Restaurant And Cafe,"Arabic,Asian,Lebanese",Very good,69,9.00,10.00,
Karaz From Beirut,"Lebanese,Sandwiches,Breakfast",Good,65,9.00,10.00,
"New York Fries, Al Barsha 1","American,Fast Food,Sandwiches",Good,78,9.00,10.00,
SugarMoo,"Specialty Store,Cakes and Desserts,Bakery",Very good,90,10.00,50.00,
The Hub 7,"Japanese,Pakistani,International",Very good,50,Free,20.00,
"Toss & Co., The Palm Jumeirah",Healthy,Very good,45,5.00,50.00,
Soul Sante Cafe,"Healthy,Vegetarian,Desserts",Good,40,Free,20.00,
"Magnolia Bakery, ,Jumeirah Lakes Towers - JLT","Cakes and Desserts,Bakery,International",Very good,51,3.00,10.00,
Spada Cafe,"American,Cafe",OK,49,3.00,10.00,
"Bikanervala, Jumeirah Lakes Towers - JLT","Desserts,Indian,Vegetarian",OK,35,5.00,0.00,
Chia Jar,"Breakfast,Healthy,Vegetarian",Very good,49,5.00,10.00,
CDkeys.com,Electronics,,30,Free,0.00,
Magic Wok,"Chinese,Seafood,Asian",Good,45,5.00,25.00,
The Meal Kit,"Asian,Indian,International",,45,5.00,20.00,
Real Madrid Restaurant & Cafe,"American,Breakfast,Burgers",OK,45,5.00,0.00,
Healthy Patissiere,"Desserts,Healthy",Very good,50,Free,35.00,
Shawerme,"Shawarma & Doner,Arabic",Good,51,5.00,10.00,
Rainbow Sushi Rings,"Asian,Japanese,Seafood",,49,5.00,10.00,
Tokyo Taro,"Asian,Japanese,Seafood",,49,5.00,10.00,
Homey Chinese,Chinese,Very good,51,3.00,10.00,
Happa Baby,"Beverages,Breakfast,Healthy",Amazing,51,7.00,10.00,
Bait Al Karam mandi,Mandi,Very good,30,6.00,50.00,
Twoone Caffe,"Healthy,Italian,Pasta",Amazing,51,5.00,10.00,
"Sumaq,Al Quoz Industrial Area 3","Arabic,Sandwiches",,45,6.00,30.00,
"Bear Bowls,Al Quoz Industrial Area 3",Healthy,Amazing,45,6.00,30.00,
"The Better Burger Co,Al Quoz Industrial Area 3","American,Breakfast,Healthy",Amazing,45,6.00,30.00,
MIM The Grill Factory,"Grills,Lebanese,Arabic",Very good,50,5.00,40.00,
Sikbeh Gourmet,"Arabic,Healthy,Lebanese",,50,7.00,10.00,
Mini Ka'ak,"Arabic,Breakfast,Sandwiches",,50,7.00,10.00,
Le Fournil Bakery,"Specialty Store,Breakfast,Sandwiches",Amazing,47,7.00,10.00,
Entertainment Hub,Electronics,Very good,30,Free,0.00,
Rumidim General Trading,Pharmacy,,52,5.00,10.00,
STUDEX,Specialty Store,Amazing,53,3.00,10.00,
Baked Pinsa,"Pizza,Healthy,Italian",Good,54,3.00,10.00,
"Little Italy, Jumeirah Lakes Towers - JLT","Italian,Pizza,Pasta",,53,5.00,10.00,
City Cafe,"Sandwiches,Beverages",,53,5.00,10.00,
Sushi by Mantis,"Asian,Japanese",,53,5.00,10.00,
Cake Social,"Specialty Store,Cakes and Desserts",,52,5.00,10.00,
"I love juice, Dubai Internet City","Beverages,Healthy",Amazing,54,5.00,10.00,
Biryani & Bowls,"Bowls,Indian,Asian",Good,54,5.00,10.00,
Baladi Butchery,"Specialty Store,Butchery",Very good,52,7.00,10.00,
Aster Flowers,Flowers,Very good,35,9.00,10.00,
T Chocolate,"Specialty Store,Cakes and Desserts",Very good,60,Free,100.00,
Organiclicious Restaurant & Cafe,"Healthy,Italian,Sandwiches",Very good,52,7.00,10.00,
Gup Shup,"Indian,International,Asian",Good,59,5.00,10.00,
The Chinese Pavilion,"Chinese,Seafood,Asian",Very good,60,Free,50.00,
Bake My Day,"Specialty Store,Cakes and Desserts",,54,7.00,10.00,
Tnagar Cafe,"Indian,Vegetarian",Very good,51,5.00,10.00,
Bytez & More,"Sandwiches,Cafe,Healthy",Very good,59,5.00,10.00,
The Hummus House,"Arabic,Lebanese,Sandwiches",Very good,52,9.00,10.00,
"Ferns N Petals, Al Quoz 1","Desserts,International,Cafe",OK,60,Free,0.00,
Ewhale.Co,Cosmetics,,54,7.00,0.00,
PapaNut,"Specialty Store,Roastery",Very good,53,9.00,10.00,
"South St. Burger Co., Dubai Media City","American,Burgers,Sandwiches",Good,55,7.00,10.00,
"Kamat Vegetarian Restaurant, Dubai Internet City","Indian,Vegetarian",Good,52,7.00,10.00,
Papillon cake,"Specialty Store,Cakes and Desserts",Good,50,6.00,25.00,
Casa Gelat,"Beverages,Desserts,Italian",,58,9.00,10.00,New
Sky Hookah 24,"American,Burgers,Pizza",Good,57,7.00,10.00,
Pet Corner,Pet Shop,Amazing,53,9.00,10.00,
Merw Honey,"Specialty Store,Cakes and Desserts",,58,7.00,10.00,
"Doner Kebab, Dubai Media City","Turkish,Shawarma & Doner,Sandwiches",Good,52,9.00,10.00,
Q6 Bistro,"Breakfast,Cafe,International",Very good,57,9.00,0.00,
Lyfte Specialty Coffee,"Cafe,Bakery and Cakes,Breakfast",Good,59,7.00,10.00,
Treehouse Juicery,"Beverages,Healthy",,61,7.00,10.00,
FLEXI KITCHEN FUSION,"Burgers,Grills,Healthy",Good,61,7.00,10.00,
Balkan Brunch Dubai,"Grills,Healthy,Sandwiches",Amazing,59,9.00,10.00,New
Chicken Cottage,"Grills,Healthy,International",Good,60,6.00,40.00,
Home Taste,"Arabic,Healthy,Lebanese",Amazing,72,5.00,10.00,
Brisk,"Healthy,International",Very good,51,9.00,0.00,
Mexico City Wrap,"American,Healthy,Mexican",Good,54,7.00,10.00,
1004 Gourmet,"Grocery,Supermarket",Very good,62,7.00,10.00,
Khana Sutra,"Indian,Pakistani",Good,59,7.00,10.00,
Flavors Dineout,"International,Cafe",Very good,55,9.00,10.00,
Skyler's Place,"American,Italian,Mexican",Very good,57,9.00,0.00,
Just Chill,"Specialty Store,Beverages",,57,9.00,10.00,
Kokoroo,"Arabic,International",Very good,53,9.00,10.00,
Chicken Joint,"Sandwiches,Burgers",,57,9.00,10.00,
Yummy In My Tummy,"Healthy,Breakfast,Desserts",,59,9.00,10.00,New
Homesmiths,Specialty Store,,55,9.00,10.00,New
"Harrods, Al Barsha 3","Mexican,Sandwiches,Burgers",Very good,63,9.00,10.00,
Organic Seafood & Fish,"Specialty Store,Butchery",Good,58,9.00,10.00,
Grandmother Roastery,"Specialty Store,Roastery",,62,9.00,10.00,New
Hello Asia,"Beverages,Seafood,Thai",Very good,67,9.00,10.00,
Seafood Sale,"Specialty Store,Butchery",,56,9.00,10.00,
Gazania Arabic Restaurant,"Arabic,Shawarma & Doner,Grills",Very good,57,9.00,10.00,
Chef Lanka Restaurant,"Chinese,Seafood,International",,59,9.00,10.00,
Encapsulate Coffee & Tea Capsules,"Specialty Store,Roastery",Amazing,60,9.00,10.00,
UniPro Pet Foods,Pet Shop,,60,9.00,10.00,
"Filli Cafe, Al Sufouh 2","Sandwiches,Burgers",,59,9.00,10.00,
Saylitas Quesadillas,"American,Sandwiches",Very good,68,9.00,10.00,
Organic Foods And Cafe,"Healthy,Pizza",,62,9.00,10.00,
Tranzeet Burger,"Burgers,Fast Food,American",,62,9.00,10.00,
"The Good Greek,Al Quoz Industrial Area 3",International,Very good,63,9.00,10.00,
"Sumaq,Al Quoz Industrial Area 3",International,Good,63,9.00,10.00,
"The Better Burger Co.,Al Quoz Industrial Area 3",International,Amazing,63,9.00,10.00,
The Spread Cafe,Cafe,Amazing,64,9.00,10.00,
Sale Sucre Sweets,"Specialty Store,Cakes and Desserts,Desserts",Good,53,9.00,10.00,
Choco Fondue,"Desserts,Chocolate ,Ice Cream",,61,9.00,10.00,
IL Principe,"Italian,Pizza",Amazing,77,9.00,10.00,
Persis Land,"Italian,International,Grills",,84,9.00,10.00,
Bagel Yard,"Cafe,Healthy",Very good,59,9.00,10.00,
"Small Cakes Cupcakery, Al Wasl","Specialty Store,Bakery,Desserts",Very good,60,31.00,0.00,
Elegant Flowers,Flowers,,60,10.00,200.00,
Deja Seafood Restaurant,"Seafood,Arabic",Very good,60,9.00,10.00,
Brothers Gas,Specialty Store,,165,25.00,14.00,
